year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,set_number
2020.0,summer,TPL_a,2,RY.A,BJK.A,BJK.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510096?gameHash=c64f5d6c62b305c9&tab=overview,https://youtu.be/ZDMokLEKMEo?t=1,https://youtu.be/ZDMokLEKMEo?t=422,https://www.youtube.com/watch?v=8euMZKOSd_A,1.0
2020.0,summer,TPL_a,2,IWC.A,AUR.A,AUR.A,IWC.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510101?gameHash=f8fc28ac6aeaacb0&tab=overview,https://youtu.be/H9Q0dNXCyLs?t=1,https://youtu.be/H9Q0dNXCyLs?t=470,https://www.youtube.com/watch?v=4rPKPMzEFYU,1.0
2020.0,summer,TPL_a,2,DP.A,SUP.A,SUP.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510113?gameHash=f0fcb1e51a353b33&tab=overview,https://youtu.be/MgMR8rpOmCw?t=1,https://youtu.be/MgMR8rpOmCw?t=401,https://www.youtube.com/watch?v=-yDS6RT4Pp0,1.0
2020.0,summer,TPL_a,2,GS.A,FB.A,FB.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510117?gameHash=d6a447dd3474691c&tab=overview,https://youtu.be/VnGQR3OVr1U?t=1,https://youtu.be/VnGQR3OVr1U?t=164,https://www.youtube.com/watch?v=6oNrFXKG0hc,1.0
2020.0,summer,TPL_a,3,SUP.A,AUR.A,AUR.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520487?gameHash=2dd4a084e1c77ad3&tab=overview,https://youtu.be/28ME-STNHpg?t=1,https://youtu.be/28ME-STNHpg?t=415,https://www.youtube.com/watch?v=3s8oO_Kr12g,1.0
2020.0,summer,TPL_a,3,GS.A,RY.A,RY.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520490?gameHash=707c17d5b60e9803&tab=overview,https://youtu.be/tsY5m1BN-6w?t=1,https://youtu.be/tsY5m1BN-6w?t=389,https://www.youtube.com/watch?v=yzlgQpKfS5o,1.0
2020.0,summer,TPL_a,3,FB.A,GAL.A,FB.A,GAL.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520498?gameHash=a7468b7fc47e88b0&tab=overview,https://youtu.be/9HBJj8Ildu0?t=1,https://youtu.be/9HBJj8Ildu0?t=470,https://www.youtube.com/watch?v=OQ_HbQOUwrA,1.0
2020.0,summer,TPL_a,3,BJK.A,IWC.A,IWC.A,BJK.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520504?gameHash=d91d39f66ef62002&tab=overview,https://youtu.be/0uM8LJNtohk?t=1,https://youtu.be/0uM8LJNtohk?t=405,https://www.youtube.com/watch?v=uk9IfH6x9NA,1.0
2020.0,summer,TPL_a,3,5R.A,DP.A,5R.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1520505?gameHash=9ed7bece843b44b1&tab=overview,https://youtu.be/6G6B9dE2_OE?t=1,https://youtu.be/6G6B9dE2_OE?t=411,https://www.youtube.com/watch?v=aya32-qAVfU,1.0
2020.0,summer,TPL_a,3,IWC.A,GS.A,GS.A,IWC.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510540?gameHash=9aaa388250342014&tab=overview,https://youtu.be/jzw0neYwalM?t=1,https://youtu.be/jzw0neYwalM?t=410,https://www.youtube.com/watch?v=ZULNP_JJu_k,1.0
2020.0,summer,TPL_a,3,SUP.A,BJK.A,BJK.A,SUP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510544?gameHash=1371f95387a29f73&tab=overview,https://youtu.be/R3fdli8vGMU?t=1,https://youtu.be/R3fdli8vGMU?t=449,https://www.youtube.com/watch?v=3fViKk2RIkM,1.0
2020.0,summer,TPL_a,3,AUR.A,5R.A,5R.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510546?gameHash=daf14eb2295f2e69&tab=overview,https://youtu.be/fESGzNQzvz8?t=1,https://youtu.be/fESGzNQzvz8?t=387,https://www.youtube.com/watch?v=sShEHMdijUE,1.0
2020.0,summer,TPL_a,3,RY.A,FB.A,FB.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510549?gameHash=4d58d66fb7e91b5c&tab=overview,https://youtu.be/8em7v9RrwRI?t=1,https://youtu.be/8em7v9RrwRI?t=247,https://www.youtube.com/watch?v=DZQgp5NIAjM,1.0
2020.0,summer,TPL_a,3,DP.A,GAL.A,GAL.A,DP.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1510551?gameHash=95fbb859b99d208b&tab=overview,https://youtu.be/iHPqzCAACoY?t=1,https://youtu.be/iHPqzCAACoY?t=387,https://www.youtube.com/watch?v=VUTK9pVx1BM,1.0
2020.0,summer,TPL_a,4,GS.A,SUP.A,SUP.A,GS.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1270203?gameHash=d90360e5f50bdd68&tab=overview,https://youtu.be/UxXH3N2t53M?t=1,https://youtu.be/UxXH3N2t53M?t=427,https://www.youtube.com/watch?v=fZYtV5agmks,1.0
2020.0,summer,TPL_a,4,5R.A,BJK.A,BJK.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1270211?gameHash=6776059c2172cf66&tab=overview,https://youtu.be/hG_BG9MSqP0?t=1,https://youtu.be/hG_BG9MSqP0?t=420,https://www.youtube.com/watch?v=yx5uUHfzBNs,1.0
2020.0,summer,TPL_a,4,FB.A,DP.A,DP.A,FB.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1270216?gameHash=001cab9349bbe362&tab=overview,https://youtu.be/c8qOCdRqxEM?t=1,https://youtu.be/c8qOCdRqxEM?t=306,https://www.youtube.com/watch?v=GhMY4ycW82w,1.0
2020.0,summer,TPL_a,4,GAL.A,AUR.A,GAL.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1300249?gameHash=616f91ab65524833&tab=overview,https://youtu.be/Qy6BMflAGaM?t=1,https://youtu.be/Qy6BMflAGaM?t=419,https://www.youtube.com/watch?v=j97dslBj4D4,1.0
2020.0,summer,TPL_a,4,RY.A,IWC.A,IWC.A,RY.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1300254?gameHash=ee0223e9a34752e0&tab=overview,https://youtu.be/EdvLF5xTWxk?t=1,https://youtu.be/EdvLF5xTWxk?t=410,https://www.youtube.com/watch?v=XdwQ8aFdvNE,1.0
2020.0,summer,TPL_a,4,AUR.A,DP.A,DP.A,AUR.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1300278?gameHash=828a23f3d8dd7d41&tab=overview,https://youtu.be/ttuyVCovEb8?t=1,https://youtu.be/ttuyVCovEb8?t=377,https://www.youtube.com/watch?v=XwLjq3AHvQM,1.0
2020.0,summer,TPL_a,4,5R.A,GS.A,GS.A,5R.A,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1270251?gameHash=9de172cb02eeb231&tab=overview,https://youtu.be/TRMYhiLAbkk?t=1,https://youtu.be/TRMYhiLAbkk?t=384,https://www.youtube.com/watch?v=569exrksCnc,1.0
