year,season,league_name,week,team_1,team_2,Blue,Red,MH,PB,Start,HL,MVP,set_number
2020.0,spring,VCS,5,EVS,FL,EVS,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297283?gameHash=09342f44c926b306,https://youtu.be/tJQb3ot7H0U?t=479,https://youtu.be/tJQb3ot7H0U?t=1019,https://youtu.be/UjSDzTMo4L4?t=10,Yoshino,1.0
2020.0,spring,VCS,5,,,FL,EVS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297312?gameHash=198005aaacefc4f3,https://youtu.be/zmTC3hJ45ww?t=124,https://youtu.be/zmTC3hJ45ww?t=608,https://youtu.be/M3FfDF7HQDw?t=10,Sorn,2.0
2020.0,spring,VCS,5,,,EVS,FL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297326?gameHash=fb810e7db5e851ee,https://youtu.be/xSsKWaoEs9E?t=98,https://youtu.be/xSsKWaoEs9E?t=606,https://youtu.be/WtNxA1Y2G08?t=10,Yijin,3.0
2020.0,spring,VCS,5,CES,GAM,CES,GAM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297350?gameHash=f0811688fed32988,https://youtu.be/p8kF0c92oFE?t=631,https://youtu.be/p8kF0c92oFE?t=1148,https://youtu.be/k5EutjTjaWk?t=10,Levi,1.0
2020.0,spring,VCS,5,,,GAM,CES,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1297351?gameHash=06eb207d46c74544,https://youtu.be/8uj3ukItKBs?t=174,https://youtu.be/8uj3ukItKBs?t=633,https://youtu.be/6t2lWO5tMEg?t=10,Dia1,2.0
2020.0,spring,VCS,6,DBL,VGA,DBL,VGA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333787?gameHash=6eaf87f3f75d4930,https://youtu.be/19nU-3nLgf0?t=928,https://youtu.be/19nU-3nLgf0?t=1364,https://youtu.be/l0w7-86wtfw?t=10,Meliodas,1.0
2020.0,spring,VCS,6,,,VGA,DBL,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333813?gameHash=3e34bbceb10a4ec2,https://youtu.be/0ykJixYxhP8?t=135,https://youtu.be/0ykJixYxhP8?t=560,https://youtu.be/ar0bB_L7F78?t=10,Zin,2.0
2020.0,spring,VCS,6,,,DBL,VGA,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333837?gameHash=8d198fe15645b3cd,https://youtu.be/6LfXmUfcA6k?t=147,https://youtu.be/6LfXmUfcA6k?t=568,https://youtu.be/0rPB0edHY0s?t=10,Hasmed,3.0
2020.0,spring,VCS,6,FTV,TS,FTV,TS,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333858?gameHash=3dbbfffeff56f169,https://youtu.be/pM0cyXNpTcM?t=351,https://youtu.be/pM0cyXNpTcM?t=790,https://youtu.be/_3fV-SS_I-c?t=10,DNK,1.0
2020.0,spring,VCS,6,,,TS,FTV,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1333873?gameHash=396b18bd39f2e889,https://youtu.be/eysU4A-eFjE?t=167,https://youtu.be/eysU4A-eFjE?t=597,https://youtu.be/o4K9IdpxBTw?t=10,Celebrity,2.0
