year,season,league_name,week,team_1,team_2,MVP,Blue,Red,MH,Vod,set_number
2020.0,spring,Challengers Korea,8,,,,OZ,BRB,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334507?gameHash=818e0833befe46bc,http://vod.afreecatv.com/PLAYER/STATION/55095646,3.0
2020.0,spring,Challengers Korea,8,ASR,SRB,Thal,ASR,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324518?gameHash=792f72f0f4b01800,http://vod.afreecatv.com/PLAYER/STATION/55097415,1.0
2020.0,spring,Challengers Korea,8,,,,SRB,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1334531?gameHash=8d452dabb22edccc,http://vod.afreecatv.com/PLAYER/STATION/55099693,2.0
2020.0,spring,Challengers Korea,8,SPG,DYN,Feiz,SPG,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324643?gameHash=668995131f7ce921,http://vod.afreecatv.com/PLAYER/STATION/55133336,1.0
2020.0,spring,Challengers Korea,8,,,,DYN,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324645?gameHash=aaf73db01709a14c,http://vod.afreecatv.com/PLAYER/STATION/55135070,2.0
2020.0,spring,Challengers Korea,8,BRB,JAG,Minit,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324652?gameHash=479f9f4f43f96b53,http://vod.afreecatv.com/PLAYER/STATION/55136832,1.0
2020.0,spring,Challengers Korea,8,,,,JAG,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324666?gameHash=7153caf2ebe6d0ed,http://vod.afreecatv.com/PLAYER/STATION/55138949,2.0
2020.0,spring,Challengers Korea,8,,,,BRB,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT02/1324694?gameHash=aa13c85cdabdc299,http://vod.afreecatv.com/PLAYER/STATION/55143208,3.0
2020.0,spring,Challengers Korea,8,OZ,JAG,Crown,OZ,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341107?gameHash=7edb1a2d1b3365fb,http://vod.afreecatv.com/PLAYER/STATION/55256513,1.0
2020.0,spring,Challengers Korea,8,,,,JAG,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341110?gameHash=05bf353ef2b3538e,http://vod.afreecatv.com/PLAYER/STATION/55258387,2.0
2020.0,spring,Challengers Korea,8,,,,OZ,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341117?gameHash=9731f6e4c33f0e7e,http://vod.afreecatv.com/PLAYER/STATION/55260565,3.0
2020.0,spring,Challengers Korea,8,EM,SRB,KaKAO,EM,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351210?gameHash=d9a06b0cadf68f62,http://vod.afreecatv.com/PLAYER/STATION/55262956,1.0
2020.0,spring,Challengers Korea,8,,,,SRB,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341148?gameHash=b31bb524fc35b798,http://vod.afreecatv.com/PLAYER/STATION/55266314,2.0
2020.0,spring,Challengers Korea,8,SPG,ASR,Tank,SPG,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351335?gameHash=838f4840e22ce2d2,http://vod.afreecatv.com/PLAYER/STATION/55297136,1.0
2020.0,spring,Challengers Korea,8,,,,ASR,SPG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351344?gameHash=27f59993e05bf4ad,http://vod.afreecatv.com/PLAYER/STATION/55299258,2.0
2020.0,spring,Challengers Korea,8,,,,SPG,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351361?gameHash=f7f917572e7fec37,http://vod.afreecatv.com/PLAYER/STATION/55301632,3.0
2020.0,spring,Challengers Korea,8,DYN,BRB,Croco,DYN,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351378?gameHash=89a64adb17c6d870,http://vod.afreecatv.com/PLAYER/STATION/55304173,1.0
2020.0,spring,Challengers Korea,8,,,,BRB,DYN,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351396?gameHash=22d47db656b1cdea,http://vod.afreecatv.com/PLAYER/STATION/55307806,2.0
2020.0,spring,Challengers Korea,9,ASR,OZ,Juhan,ASR,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180655?gameHash=d7c0994813f93189,http://vod.afreecatv.com/PLAYER/STATION/55375790,1.0
2020.0,spring,Challengers Korea,9,,,,OZ,ASR,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1180662?gameHash=173e8ed9f0cf8aed,http://vod.afreecatv.com/PLAYER/STATION/55377535,2.0
2020.0,spring,Challengers Korea,9,SRB,BRB,DanChung,SRB,BRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351817?gameHash=6207a0db280bd578,http://vod.afreecatv.com/PLAYER/STATION/55379399,1.0
2020.0,spring,Challengers Korea,9,,,,BRB,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341787?gameHash=3c5a4b0923317ed5,http://vod.afreecatv.com/PLAYER/STATION/55381214,2.0
2020.0,spring,Challengers Korea,9,OZ,SRB,KaKAO,OZ,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351964?gameHash=bae31f3b4b27b971,http://vod.afreecatv.com/PLAYER/STATION/55414214,1.0
2020.0,spring,Challengers Korea,9,,,,SRB,OZ,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351975?gameHash=5e05bc7f167ac155,http://vod.afreecatv.com/PLAYER/STATION/55415879,2.0
2020.0,spring,Challengers Korea,9,,,,OZ,SRB,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1351989?gameHash=08ca8a010f6443a0,http://vod.afreecatv.com/PLAYER/STATION/55417707,3.0
2020.0,spring,Challengers Korea,9,JAG,EM,Scarlet,JAG,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1341965?gameHash=91c9c8dcd36ea89b,http://vod.afreecatv.com/PLAYER/STATION/55419588,1.0
2020.0,spring,Challengers Korea,9,,,,EM,JAG,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1352020?gameHash=95248bc48dbb2436,http://vod.afreecatv.com/PLAYER/STATION/55421693,2.0
2020.0,spring,Challengers Korea,9,,,,JAG,EM,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT03/1352026?gameHash=00255b803d7d15f5,http://vod.afreecatv.com/PLAYER/STATION/55424123,3.0
